[5, 40, 209, 1](128, 128, 128, 255)
[6, 39, 208, 1](255, 255, 255, 255)
[192, 15, 7, 21](255, 255, 255, 255)
[7, 11, 6, 20](255, 255, 255, 255)
[45, 19, 7, 16](255, 255, 255, 255)
[147, 15, 6, 18](255, 255, 255, 255)
[83, 21, 21, 4](255, 255, 255, 255)
[165, 19, 6, 12](255, 255, 255, 255)
[180, 19, 6, 12](255, 255, 255, 255)
[60, 15, 6, 10](255, 255, 255, 255)
[35, 26, 7, 8](255, 255, 255, 255)
[125, 19, 14, 4](255, 255, 255, 255)
[217, 15, 5, 10](255, 255, 255, 255)
[15, 32, 16, 3](255, 255, 255, 255)
[98, 47, 12, 4](255, 255, 255, 255)
[121, 11, 6, 8](255, 255, 255, 255)
[121, 32, 15, 3](255, 255, 255, 255)
[135, 23, 5, 9](255, 255, 255, 255)
[222, 27, 6, 7](255, 255, 255, 255)
[64, 26, 8, 5](255, 255, 255, 255)
[84, 25, 5, 8](255, 255, 255, 255)
[17, 6, 13, 3](255, 255, 255, 255)
[127, 6, 13, 3](255, 255, 255, 255)
[52, 14, 2, 19](128, 128, 128, 255)
[188, 14, 37, 1](128, 128, 128, 255)
[153, 19, 3, 12](128, 128, 128, 255)
[199, 16, 7, 5](255, 255, 255, 255)
[89, 32, 11, 3](255, 255, 255, 255)
[39, 15, 10, 3](255, 255, 255, 255)
[40, 36, 15, 2](128, 128, 128, 255)
[145, 19, 2, 15](128, 128, 128, 255)
[189, 36, 15, 2](128, 128, 128, 255)
[74, 15, 4, 7](255, 255, 255, 255)
[90, 25, 14, 2](128, 128, 128, 255)
[97, 44, 14, 2](255, 255, 255, 255)
[171, 15, 9, 3](255, 255, 255, 255)
[171, 32, 9, 3](255, 255, 255, 255)
[16, 36, 13, 2](128, 128, 128, 255)
[54, 13, 13, 2](128, 128, 128, 255)
[131, 52, 13, 2](255, 255, 255, 255)
[3, 15, 2, 12](128, 128, 128, 255)
[5, 15, 2, 12](255, 255, 255, 255)
[71, 13, 12, 2](128, 128, 128, 255)
[148, 33, 12, 2](255, 255, 255, 255)
[153, 15, 6, 4](255, 255, 255, 255)
[220, 41, 4, 6](255, 255, 255, 255)
[32, 6, 2, 11](128, 128, 128, 255)
[100, 52, 11, 2](255, 255, 255, 255)
[116, 43, 2, 11](255, 255, 255, 255)
[124, 36, 11, 2](128, 128, 128, 255)
[162, 22, 2, 11](128, 128, 128, 255)
[228, 13, 11, 2](128, 128, 128, 255)
[90, 15, 7, 3](255, 255, 255, 255)
[96, 18, 7, 3](255, 255, 255, 255)
[128, 46, 3, 7](128, 128, 128, 255)
[230, 15, 7, 3](255, 255, 255, 255)
[84, 44, 2, 10](255, 255, 255, 255)
[93, 44, 2, 10](255, 255, 255, 255)
[131, 47, 5, 4](255, 255, 255, 255)
[90, 36, 9, 2](128, 128, 128, 255)
[121, 26, 3, 6](255, 255, 255, 255)
[141, 22, 2, 9](128, 128, 128, 255)
[178, 21, 2, 9](128, 128, 128, 255)
[207, 15, 9, 2](255, 255, 255, 255)
[207, 13, 17, 1](128, 128, 128, 255)
[80, 22, 2, 8](128, 128, 128, 255)
[120, 23, 8, 2](128, 128, 128, 255)
[140, 7, 2, 8](128, 128, 128, 255)
[187, 21, 2, 8](128, 128, 128, 255)
[189, 13, 16, 1](128, 128, 128, 255)
[218, 25, 8, 2](255, 255, 255, 255)
[42, 27, 3, 5](128, 128, 128, 255)
[85, 18, 5, 3](255, 255, 255, 255)
[96, 54, 15, 1](128, 128, 128, 255)
[153, 10, 3, 5](128, 128, 128, 255)
[191, 18, 1, 15](128, 128, 128, 255)
[230, 19, 3, 5](255, 255, 255, 255)
[29, 9, 2, 7](255, 255, 255, 255)
[32, 27, 2, 7](128, 128, 128, 255)
[127, 17, 7, 2](255, 255, 255, 255)
[130, 54, 14, 1](128, 128, 128, 255)
[152, 36, 7, 2](128, 128, 128, 255)
[171, 22, 2, 7](128, 128, 128, 255)
[172, 36, 7, 2](128, 128, 128, 255)
[199, 22, 7, 2](128, 128, 128, 255)
[38, 14, 13, 1](128, 128, 128, 255)
[82, 43, 13, 1](128, 128, 128, 255)
[123, 44, 13, 1](128, 128, 128, 255)
[13, 15, 1, 12](128, 128, 128, 255)
[14, 7, 3, 4](255, 255, 255, 255)
[17, 4, 12, 1](128, 128, 128, 255)
[19, 9, 6, 2](128, 128, 128, 255)
[36, 21, 3, 4](128, 128, 128, 255)
[39, 19, 6, 2](128, 128, 128, 255)
[41, 23, 4, 3](255, 255, 255, 255)
[42, 32, 3, 4](255, 255, 255, 255)
[66, 31, 4, 3](255, 255, 255, 255)
[72, 22, 4, 3](255, 255, 255, 255)
[82, 16, 6, 2](128, 128, 128, 255)
[90, 13, 6, 2](128, 128, 128, 255)
[90, 19, 6, 2](128, 128, 128, 255)
[104, 20, 2, 6](128, 128, 128, 255)
[127, 4, 12, 1](128, 128, 128, 255)
[136, 13, 2, 6](128, 128, 128, 255)
[137, 9, 3, 4](255, 255, 255, 255)
[222, 36, 3, 4](255, 255, 255, 255)
[228, 24, 2, 6](255, 255, 255, 255)
[17, 35, 11, 1](255, 255, 255, 255)
[120, 25, 1, 11](128, 128, 128, 255)
[13, 29, 2, 5](255, 255, 255, 255)
[23, 5, 10, 1](128, 128, 128, 255)
[54, 15, 5, 2](255, 255, 255, 255)
[87, 46, 5, 2](255, 255, 255, 255)
[95, 44, 1, 10](128, 128, 128, 255)
[130, 23, 5, 2](255, 255, 255, 255)
[151, 10, 2, 5](255, 255, 255, 255)
[161, 13, 2, 5](128, 128, 128, 255)
[166, 15, 5, 2](128, 128, 128, 255)
[173, 30, 5, 2](128, 128, 128, 255)
[199, 24, 2, 5](128, 128, 128, 255)
[17, 31, 9, 1](128, 128, 128, 255)
[31, 10, 1, 9](128, 128, 128, 255)
[69, 22, 3, 3](128, 128, 128, 255)
[119, 11, 1, 9](128, 128, 128, 255)
[124, 8, 3, 3](255, 255, 255, 255)
[125, 35, 9, 1](255, 255, 255, 255)
[127, 10, 9, 1](128, 128, 128, 255)
[136, 43, 9, 1](128, 128, 128, 255)
[136, 48, 9, 1](255, 255, 255, 255)
[136, 49, 9, 1](128, 128, 128, 255)
[164, 21, 1, 9](255, 255, 255, 255)
[171, 13, 9, 1](128, 128, 128, 255)
[186, 21, 1, 9](255, 255, 255, 255)
[214, 17, 3, 3](255, 255, 255, 255)
[9, 8, 4, 2](128, 128, 128, 255)
[9, 33, 4, 2](128, 128, 128, 255)
[14, 5, 8, 1](128, 128, 128, 255)
[27, 13, 2, 4](128, 128, 128, 255)
[58, 17, 2, 4](255, 255, 255, 255)
[62, 25, 8, 1](255, 255, 255, 255)
[66, 17, 2, 4](128, 128, 128, 255)
[72, 17, 2, 4](128, 128, 128, 255)
[78, 15, 4, 2](255, 255, 255, 255)
[82, 25, 2, 4](255, 255, 255, 255)
[85, 34, 4, 2](128, 128, 128, 255)
[98, 15, 4, 2](128, 128, 128, 255)
[100, 29, 2, 4](255, 255, 255, 255)
[118, 48, 4, 2](255, 255, 255, 255)
[120, 45, 8, 1](255, 255, 255, 255)
[123, 52, 4, 2](255, 255, 255, 255)
[131, 15, 4, 2](128, 128, 128, 255)
[133, 5, 8, 1](128, 128, 128, 255)
[133, 27, 2, 4](128, 128, 128, 255)
[136, 44, 8, 1](255, 255, 255, 255)
[136, 50, 8, 1](255, 255, 255, 255)
[137, 32, 4, 2](128, 128, 128, 255)
[140, 22, 1, 8](255, 255, 255, 255)
[148, 35, 4, 2](128, 128, 128, 255)
[151, 8, 4, 2](128, 128, 128, 255)
[153, 32, 8, 1](255, 255, 255, 255)
[156, 19, 4, 2](128, 128, 128, 255)
[167, 17, 4, 2](255, 255, 255, 255)
[167, 31, 4, 2](255, 255, 255, 255)
[173, 18, 4, 2](128, 128, 128, 255)
[177, 18, 8, 1](255, 255, 255, 255)
[180, 31, 4, 2](255, 255, 255, 255)
[181, 15, 4, 2](128, 128, 128, 255)
[217, 48, 4, 2](128, 128, 128, 255)
[218, 44, 2, 4](255, 255, 255, 255)
[220, 47, 8, 1](128, 128, 128, 255)
[222, 21, 2, 4](255, 255, 255, 255)
[223, 34, 4, 2](255, 255, 255, 255)
[224, 40, 2, 4](128, 128, 128, 255)
[226, 23, 2, 4](128, 128, 128, 255)
[227, 43, 2, 4](128, 128, 128, 255)
[230, 27, 2, 4](128, 128, 128, 255)
[44, 18, 7, 1](255, 255, 255, 255)
[86, 44, 7, 1](255, 255, 255, 255)
[86, 45, 7, 1](128, 128, 128, 255)
[86, 47, 1, 7](128, 128, 128, 255)
[91, 35, 7, 1](255, 255, 255, 255)
[125, 5, 7, 1](128, 128, 128, 255)
[127, 46, 1, 7](255, 255, 255, 255)
[136, 46, 7, 1](255, 255, 255, 255)
[199, 29, 1, 7](255, 255, 255, 255)
[221, 32, 1, 7](128, 128, 128, 255)
[13, 9, 1, 6](255, 255, 255, 255)
[15, 11, 2, 3](128, 128, 128, 255)
[15, 28, 2, 3](128, 128, 128, 255)
[27, 9, 2, 3](255, 255, 255, 255)
[27, 28, 3, 2](128, 128, 128, 255)
[35, 35, 6, 1](128, 128, 128, 255)
[36, 18, 3, 2](255, 255, 255, 255)
[39, 22, 6, 1](128, 128, 128, 255)
[40, 13, 6, 1](128, 128, 128, 255)
[49, 35, 6, 1](255, 255, 255, 255)
[60, 25, 2, 3](128, 128, 128, 255)
[64, 31, 2, 3](128, 128, 128, 255)
[66, 22, 2, 3](255, 255, 255, 255)
[67, 36, 3, 2](128, 128, 128, 255)
[70, 15, 2, 3](128, 128, 128, 255)
[70, 32, 3, 2](128, 128, 128, 255)
[72, 25, 2, 3](255, 255, 255, 255)
[76, 22, 2, 3](128, 128, 128, 255)
[79, 18, 6, 1](128, 128, 128, 255)
[90, 48, 2, 3](255, 255, 255, 255)
[92, 31, 6, 1](128, 128, 128, 255)
[92, 46, 1, 6](128, 128, 128, 255)
[96, 52, 3, 2](255, 255, 255, 255)
[97, 43, 6, 1](128, 128, 128, 255)
[102, 31, 2, 3](128, 128, 128, 255)
[104, 27, 2, 3](128, 128, 128, 255)
[105, 43, 6, 1](128, 128, 128, 255)
[113, 45, 1, 6](128, 128, 128, 255)
[120, 9, 3, 2](128, 128, 128, 255)
[121, 35, 3, 2](128, 128, 128, 255)
[122, 19, 3, 2](255, 255, 255, 255)
[125, 28, 2, 3](128, 128, 128, 255)
[125, 48, 2, 3](128, 128, 128, 255)
[127, 15, 3, 2](255, 255, 255, 255)
[127, 31, 6, 1](128, 128, 128, 255)
[130, 45, 6, 1](255, 255, 255, 255)
[138, 15, 3, 2](128, 128, 128, 255)
[144, 15, 3, 2](128, 128, 128, 255)
[148, 11, 2, 3](128, 128, 128, 255)
[156, 30, 3, 2](128, 128, 128, 255)
[159, 14, 2, 3](255, 255, 255, 255)
[159, 28, 3, 2](128, 128, 128, 255)
[168, 34, 3, 2](128, 128, 128, 255)
